Código Ámbito,Ámbito,Código área (M49),Área,Código Elemento,Elemento,Código Producto (CPC),Producto,Código año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01344.02"",""Cerezas"",""2015"",""2015"",""100 g/ha"",""31554"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01344.02"",""Cerezas"",""2016"",""2016"",""100 g/ha"",""32869"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01344.02"",""Cerezas"",""2017"",""2017"",""100 g/ha"",""34132"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01344.02"",""Cerezas"",""2018"",""2018"",""100 g/ha"",""33445"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01344.02"",""Cerezas"",""2019"",""2019"",""100 g/ha"",""33851"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01344.02"",""Cerezas"",""2020"",""2020"",""100 g/ha"",""34119"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01344.02"",""Cerezas"",""2021"",""2021"",""100 g/ha"",""34105"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2010"",""2010"",""toneladas"",""7575.97"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2011"",""2011"",""toneladas"",""7069.84"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2012"",""2012"",""toneladas"",""6500"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2013"",""2013"",""toneladas"",""6939.63"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2014"",""2014"",""toneladas"",""7086.9"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2015"",""2015"",""toneladas"",""7114.62"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2016"",""2016"",""toneladas"",""7175.98"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2017"",""2017"",""toneladas"",""7246.45"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2018"",""2018"",""toneladas"",""7314.44"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2019"",""2019"",""toneladas"",""7326.74"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2020"",""2020"",""toneladas"",""7363.58"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01344.02"",""Cerezas"",""2021"",""2021"",""toneladas"",""7400.42"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2010"",""2010"",""ha"",""19427"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2011"",""2011"",""ha"",""8569"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2012"",""2012"",""ha"",""30377"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2013"",""2013"",""ha"",""12000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2014"",""2014"",""ha"",""25660"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2015"",""2015"",""ha"",""18510"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2016"",""2016"",""ha"",""17253"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2017"",""2017"",""ha"",""16703"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2018"",""2018"",""ha"",""16481"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2019"",""2019"",""ha"",""12424"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2020"",""2020"",""ha"",""9693"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01346"",""Ciruelas y endrinas"",""2021"",""2021"",""ha"",""9189"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2010"",""2010"",""100 g/ha"",""94201"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2011"",""2011"",""100 g/ha"",""96862"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2012"",""2012"",""100 g/ha"",""88555"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2013"",""2013"",""100 g/ha"",""30000"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2014"",""2014"",""100 g/ha"",""69368"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2015"",""2015"",""100 g/ha"",""86980"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2016"",""2016"",""100 g/ha"",""87074"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2017"",""2017"",""100 g/ha"",""23415"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2018"",""2018"",""100 g/ha"",""106790"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2019"",""2019"",""100 g/ha"",""42271"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2020"",""2020"",""100 g/ha"",""66877"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01346"",""Ciruelas y endrinas"",""2021"",""2021"",""100 g/ha"",""66042"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2010"",""2010"",""toneladas"",""183000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2011"",""2011"",""toneladas"",""83000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2012"",""2012"",""toneladas"",""269000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2013"",""2013"",""toneladas"",""36000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2014"",""2014"",""toneladas"",""178000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2015"",""2015"",""toneladas"",""161000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2016"",""2016"",""toneladas"",""150229"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2017"",""2017"",""toneladas"",""39110"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2018"",""2018"",""toneladas"",""176000"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2019"",""2019"",""toneladas"",""52517"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2020"",""2020"",""toneladas"",""64825"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01346"",""Ciruelas y endrinas"",""2021"",""2021"",""toneladas"",""60684"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2010"",""2010"",""ha"",""11525"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2011"",""2011"",""ha"",""12405"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2012"",""2012"",""ha"",""29465"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2013"",""2013"",""ha"",""87555"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2014"",""2014"",""ha"",""69305"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2015"",""2015"",""ha"",""54600"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2016"",""2016"",""ha"",""35410"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2017"",""2017"",""ha"",""24930"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2018"",""2018"",""ha"",""18220"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2019"",""2019"",""ha"",""18574"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2020"",""2020"",""ha"",""16562"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01443"",""Colza o semillas de colza"",""2021"",""2021"",""ha"",""17936"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2010"",""2010"",""100 g/ha"",""14937"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2011"",""2011"",""100 g/ha"",""18811"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2012"",""2012"",""100 g/ha"",""17180"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2013"",""2013"",""100 g/ha"",""14656"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2014"",""2014"",""100 g/ha"",""16146"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2015"",""2015"",""100 g/ha"",""19203"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2016"",""2016"",""100 g/ha"",""19029"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2017"",""2017"",""100 g/ha"",""19992"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2018"",""2018"",""100 g/ha"",""19456"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2019"",""2019"",""100 g/ha"",""21368"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2020"",""2020"",""100 g/ha"",""19632"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01443"",""Colza o semillas de colza"",""2021"",""2021"",""100 g/ha"",""9962"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2010"",""2010"",""toneladas"",""17215"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2011"",""2011"",""toneladas"",""23335"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2012"",""2012"",""toneladas"",""50620"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2013"",""2013"",""toneladas"",""128320"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2014"",""2014"",""toneladas"",""111900"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2015"",""2015"",""toneladas"",""104849"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2016"",""2016"",""toneladas"",""67381"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2017"",""2017"",""toneladas"",""49840"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2018"",""2018"",""toneladas"",""35449"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2019"",""2019"",""toneladas"",""39689"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2020"",""2020"",""toneladas"",""32514"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01443"",""Colza o semillas de colza"",""2021"",""2021"",""toneladas"",""17868"",""A"",""Cifra oficial"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2010"",""2010"",""ha"",""370"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2011"",""2011"",""ha"",""370"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2012"",""2012"",""ha"",""370"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2013"",""2013"",""ha"",""370"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2014"",""2014"",""ha"",""372"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2015"",""2015"",""ha"",""381"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2016"",""2016"",""ha"",""386"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2017"",""2017"",""ha"",""391"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2018"",""2018"",""ha"",""396"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2019"",""2019"",""ha"",""391"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2020"",""2020"",""ha"",""393"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01659"",""Conos de lúpulo"",""2021"",""2021"",""ha"",""393"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2010"",""2010"",""100 g/ha"",""12162"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2011"",""2011"",""100 g/ha"",""12162"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2012"",""2012"",""100 g/ha"",""12162"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2013"",""2013"",""100 g/ha"",""12184"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2014"",""2014"",""100 g/ha"",""12198"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2015"",""2015"",""100 g/ha"",""12210"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2016"",""2016"",""100 g/ha"",""12218"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2017"",""2017"",""100 g/ha"",""12226"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2018"",""2018"",""100 g/ha"",""12238"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2019"",""2019"",""100 g/ha"",""12228"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2020"",""2020"",""100 g/ha"",""12231"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01659"",""Conos de lúpulo"",""2021"",""2021"",""100 g/ha"",""12232"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2010"",""2010"",""toneladas"",""450"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2011"",""2011"",""toneladas"",""450"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2012"",""2012"",""toneladas"",""450"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2013"",""2013"",""toneladas"",""450.84"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2014"",""2014"",""toneladas"",""453.33"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2015"",""2015"",""toneladas"",""465.45"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2016"",""2016"",""toneladas"",""471.26"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2017"",""2017"",""toneladas"",""477.96"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2018"",""2018"",""toneladas"",""485.11"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2019"",""2019"",""toneladas"",""478.11"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2020"",""2020"",""toneladas"",""480.4"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5510"",""Producción"",""01659"",""Conos de lúpulo"",""2021"",""2021"",""toneladas"",""481.21"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2010"",""2010"",""ha"",""2227"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2011"",""2011"",""ha"",""2339"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2012"",""2012"",""ha"",""2650"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2013"",""2013"",""ha"",""2555"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2014"",""2014"",""ha"",""2574"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2015"",""2015"",""ha"",""2662"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2016"",""2016"",""ha"",""2597"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2017"",""2017"",""ha"",""2615"",""I"",""Valor imputado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2018"",""2018"",""ha"",""2624"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2019"",""2019"",""ha"",""2612"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2020"",""2020"",""ha"",""2617"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5312"",""Área cosechada"",""01211"",""Esparragos"",""2021"",""2021"",""ha"",""2618"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01211"",""Esparragos"",""2010"",""2010"",""100 g/ha"",""39569"",""E"",""Valor estimado"""
"QCL,""Cultivos y productos de ganadería"",""032"",""Argentina"",""5419"",""Rendimiento"",""01211"",""Esparragos"",""2011"",""2011"",""100 g/ha"",""39545"",""E"",""Valor estimado"""
